Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
7/15/2012 12:50:58 PM,I have noticed an improvement in my overall condition with no side effects. Very happy with the results.,Type 2 Diabetes Mellitus,metformin oral,2,3,11,55-64 Female  on Treatment for 1 to less than 2 years,3
7/14/2012 11:28:28 AM,I have noticed an improvement in my overall condition with no side effects. Very happy with the results.,Type 2 Diabetes Mellitus,metformin oral,4,3,11,"biggeebee, 55-64 Male  on Treatment for 1 to less than 2 years (Patient)",3
7/9/2012 8:18:54 PM,I have noticed an improvement in my overall condition with no side effects. Very happy with the results.,Type 2 Diabetes Mellitus,metformin oral,5,4,11,"karjea, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",4
6/27/2012 12:22:59 PM,I have been on Metformin 1000 mg. now for over 5 yrs. But sometimes I forget to take it. My A1C has been around 7.3 for the past 10 yrs. ,Type 2 Diabetes Mellitus,metformin oral,5,4,11,"Rick, 55-64 Male  on Treatment for 5 to less than 10 years (Patient)",5
6/23/2012 6:44:51 AM,I have been on Metformin 1000 mg. now for over 5 yrs. But sometimes I forget to take it. My A1C has been around 7.3 for the past 10 yrs. ,Type 2 Diabetes Mellitus,metformin oral,4,4,11,"primbrynn, 55-64 on Treatment for less than 1 month (Patient)",1
6/22/2012 5:33:42 PM,I have been on Metformin 1000 mg. now for over 5 yrs. But sometimes I forget to take it. My A1C has been around 7.3 for the past 10 yrs. ,Type 2 Diabetes Mellitus,metformin oral,4,4,11,"yoncey, 65-74 Male  on Treatment for 1 to 6 months",4
6/13/2012 2:09:45 PM,I have been on Metformin 1000 mg. now for over 5 yrs. But sometimes I forget to take it. My A1C has been around 7.3 for the past 10 yrs. ,Type 2 Diabetes Mellitus,metformin oral,4,3,11,55-64 Female  on Treatment for 6 months to less than 1 year (Patient),2
6/11/2012 11:58:11 PM,I have been on Metformin 1000 mg. now for over 5 yrs. But sometimes I forget to take it. My A1C has been around 7.3 for the past 10 yrs. ,Type 2 Diabetes Mellitus,metformin oral,5,2,11,"starlett, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",2
10/23/2012 3:38:27 PM,Severe acid reflux and heartburn even taken with large amoiunt of wter or food.  May be in conjunction with other meds being taken.,Type 2 Diabetes Mellitus,metformin oral,4,4,2,"parvin, 45-54 Male  on Treatment for 6 months to less than 1 year (Patient)",4
11/9/2012 1:28:51 PM,Severe acid reflux and heartburn even taken with large amoiunt of wter or food.  May be in conjunction with other meds being taken.,Type 2 Diabetes Mellitus,metformin oral,5,3,2,55-64 Male  on Treatment for 1 to 6 months (Patient),2
11/8/2012 9:45:49 PM,Severe acid reflux and heartburn even taken with large amoiunt of wter or food.  May be in conjunction with other meds being taken.,Type 2 Diabetes Mellitus,metformin oral,4,3,2,"Carlita, 65-74 Female  on Treatment for 1 to less than 2 years (Patient)",2
10/23/2012 2:54:27 PM,Severe acid reflux and heartburn even taken with large amoiunt of wter or food.  May be in conjunction with other meds being taken.,Type 2 Diabetes Mellitus,metformin oral,1,1,2,"chele, 25-34 Female  on Treatment for 1 to less than 2 years (Caregiver)",1
10/19/2012 4:16:01 PM,Severe acid reflux and heartburn even taken with large amoiunt of wter or food.  May be in conjunction with other meds being taken.,Type 2 Diabetes Mellitus,metformin oral,4,3,2,55-64 Male  on Treatment for 2 to less than 5 years (Patient),4
11/29/2012 6:28:28 PM,I have been on 2500mg of metformin for 15 years and since retiring (3 years) have developed lactose intolerance and most recently (past year) severe bouts of constant diarrhea.  My doctor is trying Glumetza with me now which I still experience the diarrhea.     ,Type 2 Diabetes Mellitus,metformin oral,5,2,26,"dollbabee, 65-74 Female  on Treatment for 10 years or more (Patient)",1
11/29/2012 4:44:27 PM,I have been on 2500mg of metformin for 15 years and since retiring (3 years) have developed lactose intolerance and most recently (past year) severe bouts of constant diarrhea.  My doctor is trying Glumetza with me now which I still experience the diarrhea.     ,Type 2 Diabetes Mellitus,metformin oral,4,4,26,35-44 Female  on Treatment for 1 to 6 months (Patient),3
11/28/2012 10:56:41 AM,I have been on 2500mg of metformin for 15 years and since retiring (3 years) have developed lactose intolerance and most recently (past year) severe bouts of constant diarrhea.  My doctor is trying Glumetza with me now which I still experience the diarrhea.     ,Type 2 Diabetes Mellitus,metformin oral,5,3,26,"Kathleen miller, 65-74 Female  (Patient)",3
11/14/2012 9:03:27 PM,I have been on 2500mg of metformin for 15 years and since retiring (3 years) have developed lactose intolerance and most recently (past year) severe bouts of constant diarrhea.  My doctor is trying Glumetza with me now which I still experience the diarrhea.     ,Type 2 Diabetes Mellitus,metformin oral,1,1,26,"myownharbor, 35-44 Female  on Treatment for 1 to 6 months (Patient)",1
11/10/2012 3:40:15 PM,I have been on 2500mg of metformin for 15 years and since retiring (3 years) have developed lactose intolerance and most recently (past year) severe bouts of constant diarrhea.  My doctor is trying Glumetza with me now which I still experience the diarrhea.     ,Type 2 Diabetes Mellitus,metformin oral,5,5,26,45-54 Female  on Treatment for 10 years or more (Patient),5
12/19/2012 12:01:27 PM,"Within 2 weeks of taking this drug I began to experience leg cramps of the inner thigh and outer calf muscles. Most nights I had leg cramps occur bilaterally and simultaneously. The side effects went away about a week after I stopped taking this drug. I found several reviews of patients that experienced the same problems and notified my doctor. She stated she had never heard of it, she has since h
					...
					",Type 2 Diabetes Mellitus,metformin oral,5,2,15,"Ouch, 45-54 Female  on Treatment for less than 1 month (Patient)",1
12/11/2012 10:28:58 AM,"Within 2 weeks of taking this drug I began to experience leg cramps of the inner thigh and outer calf muscles. Most nights I had leg cramps occur bilaterally and simultaneously. The side effects went away about a week after I stopped taking this drug. I found several reviews of patients that experienced the same problems and notified my doctor. She stated she had never heard of it, she has since h
					...
					",Type 2 Diabetes Mellitus,metformin oral,3,3,15,"hurwitzde, 55-64 Female  on Treatment for 1 to 6 months (Patient)",2
12/7/2012 11:34:14 AM,"Within 2 weeks of taking this drug I began to experience leg cramps of the inner thigh and outer calf muscles. Most nights I had leg cramps occur bilaterally and simultaneously. The side effects went away about a week after I stopped taking this drug. I found several reviews of patients that experienced the same problems and notified my doctor. She stated she had never heard of it, she has since h
					...
					",Type 2 Diabetes Mellitus,metformin oral,5,5,15,"Capegirl121, 45-54 Female  on Treatment for 1 to 6 months (Patient)",5
12/3/2012 4:47:03 PM,"Within 2 weeks of taking this drug I began to experience leg cramps of the inner thigh and outer calf muscles. Most nights I had leg cramps occur bilaterally and simultaneously. The side effects went away about a week after I stopped taking this drug. I found several reviews of patients that experienced the same problems and notified my doctor. She stated she had never heard of it, she has since h
					...
					",Type 2 Diabetes Mellitus,metformin oral,4,4,15,55-64 on Treatment for 6 months to less than 1 year (Patient),4
12/3/2012 1:38:29 AM,"Within 2 weeks of taking this drug I began to experience leg cramps of the inner thigh and outer calf muscles. Most nights I had leg cramps occur bilaterally and simultaneously. The side effects went away about a week after I stopped taking this drug. I found several reviews of patients that experienced the same problems and notified my doctor. She stated she had never heard of it, she has since h
					...
					",Type 2 Diabetes Mellitus,metformin oral,5,4,15,45-54 Female  on Treatment for 1 to 6 months (Patient),5
1/7/2013 6:37:47 AM,diarrhea,Type 2 Diabetes Mellitus,metformin oral,4,4,14,65-74 Male  (Patient),3
1/1/2013 7:59:59 PM,diarrhea,Type 2 Diabetes Mellitus,metformin oral,3,3,14,"Jwdtx, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",2
12/30/2012 11:19:39 AM,diarrhea,Type 2 Diabetes Mellitus,metformin oral,4,4,14,"S.GOUSUDDIN, 45-54 Male  (Patient)",4
12/27/2012 8:42:32 PM,diarrhea,Type 2 Diabetes Mellitus,metformin oral,5,1,14,"Al_1950, 55-64 Male  on Treatment for 6 months to less than 1 year (Patient)",1
12/26/2012 10:16:16 PM,diarrhea,Type 2 Diabetes Mellitus,metformin oral,3,5,14,"Doodie, 55-64 Male  on Treatment for less than 1 month (Patient)",4
2/4/2013 12:17:40 PM,"This medicine has made my bowels feel like they are exploding. I can't get too far from the restroom. Also, after I stopped taking it, I realized it made me feel like I was walking around in a fog. Couldn't think clearly.",Type 2 Diabetes Mellitus,metformin oral,2,2,33,"dfrommo, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
1/25/2013 5:27:35 AM,"This medicine has made my bowels feel like they are exploding. I can't get too far from the restroom. Also, after I stopped taking it, I realized it made me feel like I was walking around in a fog. Couldn't think clearly.",Type 2 Diabetes Mellitus,metformin oral,3,3,33,65-74 Male  on Treatment for 1 to less than 2 years (Patient),4
1/17/2013 11:53:10 PM,"This medicine has made my bowels feel like they are exploding. I can't get too far from the restroom. Also, after I stopped taking it, I realized it made me feel like I was walking around in a fog. Couldn't think clearly.",Type 2 Diabetes Mellitus,metformin oral,1,2,33,65-74 Female  on Treatment for 1 to 6 months (Patient),1
1/15/2013 9:25:18 AM,"This medicine has made my bowels feel like they are exploding. I can't get too far from the restroom. Also, after I stopped taking it, I realized it made me feel like I was walking around in a fog. Couldn't think clearly.",Type 2 Diabetes Mellitus,metformin oral,5,3,33,"dj1980, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",2
1/14/2013 11:09:37 AM,"This medicine has made my bowels feel like they are exploding. I can't get too far from the restroom. Also, after I stopped taking it, I realized it made me feel like I was walking around in a fog. Couldn't think clearly.",Type 2 Diabetes Mellitus,metformin oral,2,3,33,45-54 Female  on Treatment for 1 to 6 months (Patient),1
2/18/2013 9:41:32 PM,"I have been on this drug now for 3 days 500 mg twice a day, already I have found a drop in my levels with watching the carbs and plenty of water. I have found that it gives a case of the runs and a mild headache. However I will take the side affects over my loved ones losing me. Its a small price to pay to be with with my loved ones.",Type 2 Diabetes Mellitus,metformin oral,5,5,34,"Dennis K., 35-44 Male  on Treatment for less than 1 month (Patient)",5
2/15/2013 7:34:43 PM,"I have been on this drug now for 3 days 500 mg twice a day, already I have found a drop in my levels with watching the carbs and plenty of water. I have found that it gives a case of the runs and a mild headache. However I will take the side affects over my loved ones losing me. Its a small price to pay to be with with my loved ones.",Type 2 Diabetes Mellitus,metformin oral,3,1,34,55-64 Female  on Treatment for 1 to 6 months (Patient),1
2/10/2013 9:37:53 AM,"I have been on this drug now for 3 days 500 mg twice a day, already I have found a drop in my levels with watching the carbs and plenty of water. I have found that it gives a case of the runs and a mild headache. However I will take the side affects over my loved ones losing me. Its a small price to pay to be with with my loved ones.",Type 2 Diabetes Mellitus,metformin oral,4,1,34,"arojas0823, 65-74 Male  on Treatment for 10 years or more (Patient)",1
2/9/2013 6:31:36 PM,"I have been on this drug now for 3 days 500 mg twice a day, already I have found a drop in my levels with watching the carbs and plenty of water. I have found that it gives a case of the runs and a mild headache. However I will take the side affects over my loved ones losing me. Its a small price to pay to be with with my loved ones.",Type 2 Diabetes Mellitus,metformin oral,4,3,34,"dede, 0-2 Female  on Treatment for 1 to less than 2 years (Patient)",1
2/5/2013 9:08:48 AM,"I have been on this drug now for 3 days 500 mg twice a day, already I have found a drop in my levels with watching the carbs and plenty of water. I have found that it gives a case of the runs and a mild headache. However I will take the side affects over my loved ones losing me. Its a small price to pay to be with with my loved ones.",Type 2 Diabetes Mellitus,metformin oral,5,3,34,"Harmony60, 45-54 Female  (Patient)",4
3/6/2013 7:19:10 PM,"I still have to keep a strict carb intake around 50  a day.I eat very healthy so I do not in the future have to take more meds or insulin ,hopefully.
",Type 2 Diabetes Mellitus,metformin oral,5,3,0,"lmmickey, 45-54 Female  on Treatment for 5 to less than 10 years (Patient)",4
3/6/2013 6:44:44 PM,"I still have to keep a strict carb intake around 50  a day.I eat very healthy so I do not in the future have to take more meds or insulin ,hopefully.
",Type 2 Diabetes Mellitus,metformin oral,4,3,0,65-74 Male  on Treatment for less than 1 month (Patient),2
3/6/2013 9:50:20 AM,"I still have to keep a strict carb intake around 50  a day.I eat very healthy so I do not in the future have to take more meds or insulin ,hopefully.
",Type 2 Diabetes Mellitus,metformin oral,5,5,0,"melissa, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",5
